loan_id,loan_default
8499,0
8500,1
8501,0
8502,0
8503,1
8504,0
8505,1
8506,0
8507,0
8508,0
8509,0
8510,0
8511,0
8512,0
8513,1
8514,0
8515,0
8516,0
8517,0
8518,0
8519,0
8520,1
8521,1
8522,0
8523,0
8524,0
8525,1
8526,0
8527,0
8528,1
8529,0
8530,0
8531,0
8532,0
8533,0
8534,0
8535,0
8536,0
8537,0
8538,0
8539,0
8540,0
8541,0
8542,0
8543,0
8544,0
8545,1
8546,1
8547,0
8548,0
8549,0
8550,0
8551,0
8552,0
8553,0
8554,0
8555,0
8556,0
8557,1
8558,1
8559,1
8560,0
8561,1
8562,1
8563,0
8564,0
8565,0
8566,0
8567,1
8568,0
8569,0
8570,0
8571,0
8572,0
8573,0
8574,0
8575,0
8576,0
8577,0
8578,0
8579,0
8580,0
8581,0
8582,0
8583,0
8584,0
8585,0
8586,0
8587,0
8588,1
8589,1
8590,0
8591,0
8592,1
8593,0
8594,1
8595,0
8596,0
8597,0
8598,0
8599,0
8600,0
8601,0
8602,0
8603,1
8604,0
8605,1
8606,1
8607,0
8608,0
8609,0
8610,1
8611,0
8612,0
8613,0
8614,0
8615,1
8616,1
8617,0
8618,1
8619,0
8620,0
8621,0
8622,1
8623,0
8624,0
8625,0
8626,0
8627,0
8628,0
8629,0
8630,0
8631,1
8632,0
8633,0
8634,0
8635,0
8636,0
8637,0
8638,0
8639,0
8640,0
8641,1
8642,0
8643,0
8644,0
8645,1
8646,0
8647,0
8648,0
8649,1
8650,1
8651,0
8652,0
8653,1
8654,0
8655,0
8656,0
8657,0
8658,0
8659,0
8660,0
8661,0
8662,0
8663,0
8664,0
8665,0
8666,0
8667,1
8668,0
8669,0
8670,1
8671,1
8672,0
8673,0
8674,0
8675,0
8676,0
8677,1
8678,0
8679,0
8680,0
8681,0
8682,1
8683,0
8684,1
8685,0
8686,0
8687,0
8688,1
8689,0
8690,0
8691,0
8692,1
8693,1
8694,1
8695,0
8696,0
8697,0
8698,0
8699,0
8700,1
8701,0
8702,1
8703,0
8704,0
8705,0
8706,0
8707,0
8708,0
8709,0
8710,0
8711,1
8712,1
8713,1
8714,0
8715,0
8716,1
8717,0
8718,0
8719,0
8720,1
8721,0
8722,1
8723,0
8724,1
8725,0
8726,1
8727,1
8728,1
8729,0
8730,0
8731,0
8732,1
8733,0
8734,0
8735,1
8736,0
8737,0
8738,0
8739,0
8740,0
8741,0
8742,0
8743,1
8744,1
8745,0
8746,0
8747,0
8748,0
8749,0
8750,0
8751,0
8752,0
8753,0
8754,0
8755,0
8756,0
8757,0
8758,0
8759,1
8760,0
8761,0
8762,0
8763,1
8764,0
8765,1
8766,0
8767,1
8768,0
8769,0
8770,0
8771,0
8772,0
8773,0
8774,0
8775,0
8776,0
8777,1
8778,1
8779,0
8780,0
8781,0
8782,0
8783,0
8784,0
8785,0
8786,0
8787,1
8788,0
8789,1
8790,1
8791,1
8792,0
8793,0
8794,0
8795,0
8796,0
8797,0
8798,0
8799,0
8800,0
8801,0
8802,0
8803,1
8804,0
8805,0
8806,0
8807,0
8808,0
8809,0
8810,1
8811,1
8812,1
8813,0
8814,0
8815,0
8816,0
8817,0
8818,0
8819,0
8820,0
8821,0
8822,0
8823,0
8824,0
8825,0
8826,0
8827,0
8828,0
8829,0
8830,1
8831,0
8832,0
8833,0
8834,0
8835,0
8836,1
8837,0
8838,0
8839,1
8840,1
8841,0
8842,1
8843,1
8844,0
8845,0
8846,1
8847,0
8848,1
8849,0
8850,1
8851,0
8852,0
8853,0
8854,1
8855,0
8856,0
8857,0
8858,0
8859,0
8860,0
8861,0
8862,0
8863,0
8864,0
8865,1
8866,1
8867,0
8868,0
8869,0
8870,0
8871,0
8872,0
8873,0
8874,1
8875,1
8876,1
8877,0
8878,1
8879,0
8880,0
8881,0
8882,0
8883,0
8884,0
8885,0
8886,0
8887,0
8888,0
8889,0
8890,0
8891,0
8892,1
8893,1
8894,0
8895,0
8896,0
8897,0
8898,0
8899,1
8900,0
8901,1
8902,0
8903,0
8904,1
8905,0
8906,0
8907,0
8908,0
8909,1
8910,0
8911,1
8912,0
8913,0
8914,1
8915,1
8916,0
8917,0
8918,0
8919,0
8920,1
8921,0
8922,0
8923,0
8924,0
8925,0
8926,1
8927,0
8928,0
8929,0
8930,0
8931,1
8932,0
8933,0
8934,1
8935,0
8936,0
8937,0
8938,0
8939,0
8940,1
8941,1
8942,1
8943,0
8944,0
8945,0
8946,0
8947,0
8948,1
8949,0
8950,1
8951,0
8952,0
8953,0
8954,0
8955,0
8956,0
8957,0
8958,0
8959,0
8960,0
8961,0
8962,0
8963,0
8964,1
8965,1
8966,0
8967,0
8968,0
8969,0
8970,0
8971,0
8972,0
8973,0
8974,0
8975,1
8976,0
8977,0
8978,0
8979,0
8980,0
8981,0
8982,0
8983,1
8984,0
8985,0
8986,0
8987,0
8988,0
8989,0
8990,0
8991,1
8992,0
8993,0
8994,1
8995,0
8996,0
8997,0
8998,0
8999,0
9000,0
9001,0
9002,0
9003,0
9004,1
9005,0
9006,0
9007,1
9008,0
9009,0
9010,0
9011,1
9012,0
9013,0
9014,0
9015,1
9016,0
9017,0
9018,0
9019,0
9020,0
9021,1
9022,0
9023,0
9024,0
9025,1
9026,0
9027,0
9028,0
9029,0
9030,0
9031,0
9032,0
9033,0
9034,1
9035,0
9036,0
9037,0
9038,0
9039,1
9040,0
9041,0
9042,0
9043,0
9044,1
9045,0
9046,0
9047,0
9048,0
9049,0
9050,0
9051,0
9052,1
9053,0
9054,0
9055,0
9056,0
9057,0
9058,0
9059,0
9060,0
9061,0
9062,0
9063,0
9064,0
9065,0
9066,0
9067,0
9068,0
9069,1
9070,0
9071,0
9072,0
9073,0
9074,1
9075,0
9076,0
9077,0
9078,0
9079,0
9080,0
9081,0
9082,0
9083,0
9084,0
9085,1
9086,1
9087,0
9088,0
9089,0
9090,0
9091,0
9092,1
9093,1
9094,0
9095,1
9096,0
9097,0
9098,0
9099,0
9100,0
9101,1
9102,0
9103,0
9104,0
9105,0
9106,0
9107,0
9108,0
9109,0
9110,0
9111,0
9112,0
9113,0
9114,0
9115,0
9116,0
9117,0
9118,0
9119,0
9120,0
9121,0
9122,0
9123,0
9124,0
9125,0
9126,0
9127,0
9128,0
9129,0
9130,0
9131,1
9132,0
9133,0
9134,1
9135,0
9136,1
9137,0
9138,0
9139,0
9140,1
9141,0
9142,0
9143,0
9144,0
9145,0
9146,0
9147,0
9148,1
9149,0
9150,1
9151,0
9152,0
9153,0
9154,0
9155,0
9156,0
9157,0
9158,0
9159,0
9160,0
9161,0
9162,0
9163,1
9164,0
9165,0
9166,0
9167,0
9168,1
9169,0
9170,0
9171,0
9172,0
9173,0
9174,0
9175,0
9176,0
9177,0
9178,0
9179,0
9180,1
9181,0
9182,0
9183,0
9184,0
9185,0
9186,0
9187,1
9188,0
9189,0
9190,1
9191,0
9192,1
9193,1
9194,1
9195,1
9196,0
9197,0
9198,0
9199,0
9200,0
9201,0
9202,1
9203,0
9204,0
9205,1
9206,1
9207,0
9208,1
9209,0
9210,0
9211,0
9212,0
9213,0
9214,0
9215,1
9216,0
9217,0
9218,1
9219,0
9220,0
9221,1
9222,1
9223,0
9224,0
9225,1
9226,1
9227,1
9228,0
9229,0
9230,0
9231,0
9232,0
9233,1
9234,0
9235,0
9236,0
9237,1
9238,0
9239,0
9240,0
9241,0
9242,1
9243,0
9244,1
9245,1
9246,1
9247,0
9248,0
9249,0
9250,0
9251,1
9252,0
9253,0
9254,1
9255,0
9256,0
9257,0
9258,0
9259,0
9260,0
9261,0
9262,0
9263,0
9264,1
9265,1
9266,1
9267,0
9268,0
9269,0
9270,0
9271,0
9272,1
9273,0
9274,0
9275,0
9276,0
9277,1
9278,0
9279,0
9280,0
9281,0
9282,0
9283,1
9284,1
9285,0
9286,0
9287,1
9288,0
9289,0
9290,0
9291,0
9292,0
9293,0
9294,0
9295,0
9296,0
9297,0
9298,0
9299,0
9300,1
9301,0
9302,0
9303,0
9304,1
9305,0
9306,0
9307,0
9308,0
9309,1
9310,0
9311,0
9312,0
9313,1
9314,0
9315,1
9316,0
9317,0
9318,0
9319,0
9320,0
9321,0
9322,1
9323,0
9324,0
9325,0
9326,0
9327,0
9328,0
9329,0
9330,1
9331,0
9332,1
9333,0
9334,1
9335,1
9336,0
9337,0
9338,1
9339,0
9340,0
9341,0
9342,0
9343,1
9344,0
9345,1
9346,0
9347,0
9348,0
9349,0
9350,0
9351,1
9352,0
9353,1
9354,0
9355,1
9356,0
9357,0
9358,0
9359,0
9360,0
9361,1
9362,0
9363,0
9364,0
9365,0
9366,1
9367,0
9368,0
9369,0
9370,0
9371,1
9372,1
9373,0
9374,0
9375,0
9376,0
9377,1
9378,0
9379,0
9380,0
9381,0
9382,1
9383,1
9384,0
9385,1
9386,0
9387,1
9388,0
9389,1
9390,0
9391,1
9392,0
9393,1
9394,0
9395,0
9396,0
9397,0
9398,0
9399,0
9400,0
9401,0
9402,1
9403,1
9404,1
9405,1
9406,0
9407,0
9408,0
9409,0
9410,1
9411,0
9412,0
9413,1
9414,0
9415,1
9416,0
9417,0
9418,0
9419,0
9420,0
9421,0
9422,0
9423,0
9424,1
9425,1
9426,0
9427,0
9428,0
9429,0
9430,0
9431,0
9432,0
9433,1
9434,0
9435,0
9436,0
9437,0
9438,0
9439,0
9440,0
9441,1
9442,0
9443,0
9444,0
9445,0
9446,0
9447,0
9448,0
9449,0
9450,0
9451,1
9452,0
9453,0
9454,0
9455,1
9456,0
9457,1
9458,0
9459,0
9460,0
9461,0
9462,0
9463,0
9464,0
9465,0
9466,0
9467,0
9468,0
9469,0
9470,0
9471,1
9472,1
9473,1
9474,0
9475,0
9476,1
9477,0
9478,1
9479,0
9480,1
9481,0
9482,0
9483,0
9484,1
9485,0
9486,0
9487,0
9488,1
9489,0
9490,0
9491,1
9492,1
9493,0
9494,0
9495,0
9496,0
9497,0
9498,1
9499,0
9500,0
9501,0
9502,0
9503,0
9504,0
9505,0
9506,0
9507,0
9508,0
9509,1
9510,0
9511,0
9512,0
9513,0
9514,0
9515,0
9516,0
9517,0
9518,1
9519,0
9520,1
9521,0
9522,0
9523,1
9524,0
9525,0
9526,1
9527,1
9528,0
9529,0
9530,0
9531,0
9532,0
9533,0
9534,1
9535,0
9536,1
9537,0
9538,0
9539,1
9540,0
9541,1
9542,0
9543,1
9544,1
9545,0
9546,0
9547,0
9548,0
9549,0
9550,1
9551,0
9552,0
9553,0
9554,0
9555,0
9556,1
9557,0
9558,0
9559,0
9560,0
9561,1
9562,0
9563,1
9564,0
9565,1
9566,0
9567,1
9568,0
9569,0
9570,1
9571,0
9572,0
9573,1
9574,0
9575,1
9576,0
9577,0
9578,1
9579,0
9580,0
9581,1
9582,0
9583,1
9584,0
9585,0
9586,1
9587,0
9588,0
9589,0
9590,0
9591,1
9592,1
9593,0
9594,0
9595,0
9596,0
9597,0
9598,0
9599,0
9600,0
9601,0
9602,1
9603,0
9604,0
9605,0
9606,0
9607,0
9608,0
9609,0
9610,0
9611,0
9612,0
9613,0
9614,0
9615,0
9616,0
9617,0
9618,0
9619,0
9620,0
9621,1
9622,0
9623,0
9624,0
9625,0
9626,1
9627,0
9628,1
9629,0
9630,1
9631,1
9632,1
9633,0
9634,0
9635,0
9636,0
9637,1
9638,0
9639,0
9640,0
9641,0
9642,0
9643,0
9644,0
9645,0
9646,1
9647,0
9648,0
9649,0
9650,0
9651,0
9652,0
9653,0
9654,0
9655,0
9656,0
9657,1
9658,1
9659,0
9660,0
9661,0
9662,0
9663,0
9664,0
9665,0
9666,1
9667,1
9668,0
9669,1
9670,0
9671,0
9672,0
9673,0
9674,1
9675,0
9676,0
9677,0
9678,0
9679,0
9680,1
9681,0
9682,1
9683,0
9684,0
9685,0
9686,0
9687,0
9688,1
9689,0
9690,0
9691,1
9692,1
9693,1
9694,0
9695,0
9696,1
9697,0
9698,0
9699,0
9700,0
9701,0
9702,0
9703,0
9704,0
9705,0
9706,0
9707,1
9708,0
9709,0
9710,0
9711,0
9712,0
9713,1
9714,0
9715,0
9716,1
9717,0
9718,1
9719,0
9720,1
9721,0
9722,0
9723,0
9724,0
9725,0
9726,0
9727,0
9728,1
9729,1
9730,0
9731,1
9732,1
9733,0
9734,1
9735,0
9736,0
9737,0
9738,1
9739,1
9740,0
9741,0
9742,0
9743,0
9744,0
9745,0
9746,1
9747,0
9748,0
9749,0
9750,0
9751,0
9752,0
9753,1
9754,0
9755,0
9756,0
9757,1
9758,0
9759,0
9760,0
9761,0
9762,0
9763,0
9764,1
9765,0
9766,1
9767,0
9768,1
9769,1
9770,0
9771,1
9772,1
9773,1
9774,1
9775,0
9776,1
9777,0
9778,1
9779,0
9780,1
9781,0
9782,1
9783,0
9784,0
9785,0
9786,1
9787,1
9788,0
9789,0
9790,0
9791,0
9792,0
9793,0
9794,0
9795,0
9796,0
9797,1
9798,0
9799,0
9800,1
9801,0
9802,0
9803,0
9804,1
9805,0
9806,0
9807,0
9808,0
9809,0
9810,0
9811,0
9812,0
9813,0
9814,0
9815,1
9816,1
9817,0
9818,0
9819,0
9820,0
9821,0
9822,0
9823,0
9824,0
9825,0
9826,0
9827,0
9828,0
9829,0
9830,1
9831,1
9832,0
9833,0
9834,0
9835,0
9836,0
9837,0
9838,0
9839,1
9840,0
9841,0
9842,1
9843,1
9844,0
9845,0
9846,0
9847,0
9848,0
9849,0
9850,0
9851,1
9852,0
9853,0
9854,0
9855,0
9856,0
9857,0
9858,0
9859,1
9860,0
9861,1
9862,0
9863,0
9864,0
9865,0
9866,0
9867,0
9868,0
9869,0
9870,0
9871,1
9872,0
9873,0
9874,0
9875,0
9876,0
9877,0
9878,0
9879,0
9880,0
9881,0
9882,0
9883,0
9884,1
9885,0
9886,0
9887,0
9888,0
9889,0
9890,0
9891,0
9892,0
9893,0
9894,0
9895,1
9896,1
9897,0
9898,0
9899,0
9900,0
9901,0
9902,0
9903,1
9904,0
9905,0
9906,0
9907,1
9908,1
9909,1
9910,0
9911,0
9912,0
9913,0
9914,0
9915,0
9916,0
9917,0
9918,0
9919,1
9920,0
9921,0
9922,0
9923,1
9924,1
9925,0
9926,0
9927,0
9928,0
9929,0
9930,0
9931,0
9932,1
9933,0
9934,0
9935,0
9936,0
9937,1
9938,0
9939,1
9940,0
9941,0
9942,0
9943,0
9944,0
9945,0
9946,0
9947,1
9948,0
9949,0
9950,0
9951,0
9952,0
9953,1
9954,0
9955,0
9956,1
9957,0
9958,0
9959,1
9960,0
9961,1
9962,0
9963,0
9964,0
9965,0
9966,0
9967,0
9968,0
9969,0
9970,0
9971,0
9972,0
9973,0
9974,0
9975,0
9976,0
9977,0
9978,0
9979,0
9980,0
9981,1
9982,0
9983,1
9984,0
9985,0
9986,0
9987,0
9988,1
9989,0
9990,0
9991,0
9992,0
9993,0
9994,0
9995,1
9996,0
9997,1
9998,0
9999,0
10000,0
